1,'“Anybody can become angry - that is easy, but to be angry with the right person and to the right degree and at the right time and for the right purpose, and in the right way - that is not within everybody’s power and is not easy.”',Aristotle
2,'“Nothing is more active than thought, for it travels over the universe, and nothing is stronger than necessity for all must submit to it.”',Thales
3,“Nothing exists except atoms and empty space; everything else is just opinion.”,Democritus
4,“It is hard to contend against one’s heart’s desire; for whatever it wishes to have it buys at the cost of soul.”,Heraclitus
5,'“Medicine to produce health must examine disease; and music, to create harmony must investigate discord.”','Plutarch, circa 180 A.D'
6,'“You shall, I question not, find a way to the top if you diligently seek for it; for nature hath placed nothing so high that it is out of the reach of industry and valor.”',Alexander The Great
7,“I am not afraid of an army of lions led by a sheep; I am afraid of an army of sheep led by a lion.”,Alexander The Great
8,'“No man ever wetted clay and then left it, as if there would be bricks by chance and fortune.”','Plutarch, ‘Plutarch’s Morals’, 1497'
9,'“He who is of calm and happy nature will hardly feel the pressure of age, but to him who is of an opposite disposition youth and age are equally a burden.”','Plato, ‘Republic’, Book One, c. 375 B.C'
10,“I only wish that ordinary people had an unlimited capacity for doing harm; then they might have an unlimited power for doing good.”,'Plato, ‘Last Days of Socrates’'
11,“The greatest way to live with honor in this world is to be what we pretend to be.”,Socrates
12,'“The greater the difficulty, the more the glory in surmounting it.”',Epictetus
13,'“All human actions have one or more of these seven causes: chance, nature, compulsions, habit, reason, passion, desire.”','Aristotle, ‘The Art Of Rhetoric’'
14,“Youth is easily deceived because it is quick to hope.”,Aristotle
15,'“The ideal man bears the accidents of life with dignity and grace, making the best of circumstances.”',Aristotle
16,“The very spring and root of honesty and virtue lie in good education.”,'Plutarch, ‘Plutarch’s Morals’, 1497'
17,“Worthless people live only to eat and drink; people of worth eat and drink only to live.”,Socrates
18,'“When men speak ill of thee, live so as nobody may believe them.”',Plato
19,'“Even when laws have been written down, they ought not always to remain unaltered.”','Aristotle, ‘Politics, Should Law Be Changed?’'
20,'“There are two things a person should never be angry at; what they can help, and what they cannot.”',Plato
21,'“Apply yourself both now and in the next life. Without effort, you cannot be prosperous. Though the land be good, you cannot have an abundant crop without cultivation.”',Plato
22,'“It is just that we should be grateful, not only to those with whose views we may agree, but also to those who have expressed more superficial views; for these also contributed something, by developing before us the powers of thought.”','Aristotle, ‘Metaphysics.’'
23,'“The life of money-making is one undertaken under compulsion, and wealth is evidently not the good we are seeking; for it is merely useful and for the sake of something else.”','Aristotle, ‘Nicomachean Ethics of Aristotle’'
24,“Do not say a little in many words but a great deal in few.”,Pythagoras
25,'“When you want wisdom and insight as badly as you want to breathe, it is then you shall have it.”',Socrates
26,“The one exclusive sign of thorough knowledge is the power of teaching.”,Aristotle
27,'“Are you not ashamed of heaping up the greatest amount of money and honor and reputation, and caring so little about wisdom and truth and the greatest improvement of the soul?”','Plato, ‘The Trial And Death Of Socrates.’'
28,'“The learning and knowledge that we have, is, at the most, but little compared with that of which we are ignorant.”',Plato
29,'“One thing I know, that I know nothing. This is the source of my wisdom.”',Socrates
30,'“True wisdom comes to each of us when we realize how little we understand about life, ourselves, and the world around us.”',Socrates
31,'“Silence at the proper season is wisdom, and better than any speech.”','Plutarch, ‘Plutarch’s Morals’, 1497'
32,“The only true wisdom is in knowing you know nothing.”,Socrates
33,“It is impossible to live a pleasant life without living wisely and well and justly. And it is impossible to live wisely and well and justly without living a pleasant life.”,Epicurus
34,'“I know that I am intelligent, because I know that I know nothing.”',Socrates
35,'“Those who intend on becoming great should love neither themselves nor their own things, but only what is just, whether it happens to be done by themselves or others.”',Plato
36,'“True love never has a happy ending, because there is no ending to true love.”',Alexander The Great
37,'“Whatever possession we gain by our sword cannot be sure or lasting, but the love gained by kindness and moderation is certain and durable.”',Alexander The Great
38,'“Of all the varieties of virtues, liberalism is the most beloved.”',Aristotle
39,'“There are three classes of men; lovers of wisdom, lovers of honor, and lovers of gain.”',Plato
40,'“One word frees us of all the weight and pain in life, that word is Love.”',Sophocles
41,'“Selfishness doesn’t consist in a love to yourself, but in a big degree of such love.”',Aristotle
42,“To love rightly is to love what is orderly and beautiful in an educated and disciplined way.”,Plato
43,'“Love is the joy of the good, the wonder of the wise, the amazement of the Gods.”',Plato
44,“Love is composed of a single soul inhabiting two bodies.”,Aristotle
45,“At the touch of love everyone becomes a poet.”,Plato
46,'“Day by day, what you choose, what you think and what you do is who you become.”',Hiraclitus
47,'“Everything flows and nothing abides, everything gives way and nothing stays fixed.”',Hiraclitus
48,'“No man ever steps in the same river twice, for it’s not the same river and he’s not the same man.”',Hiraclitus
49,“Just because you do not take an interest in politics doesn't mean politics won't take an interest in you.”,Pericles
50,“Time is the wisest counselor of all.”,Pericles
51,'“What you leave behind is not what is engraved in stone monuments, but what is woven into the lives of others.”',Pericles
52,“Beware the barrenness of a busy life.”,Socrates
53,“He is richest who is content with the least, for contentment is the wealth of nature.”,Socrates
54,“The only true wisdom is in knowing you know nothing.”,Socrates
55,“The greatest wealth is to live content with little.”,Plato
56,“Courage is knowing what not to fear.”,Plato
57,“Necessity is the mother of invention.”,Plato
58,“Ignorance is the root and stem of all evil.””,Plato
59,'“I count him braver who overcomes his desires than him who conquers his enemies, for the hardest victory is over the self.”',Aristotle
60,“Educating the mind without educating the heart is no education at all.”,Aristotle
61,“It is the mark of an educated man to be able to entertain a thought without accepting it.”,Aristotle
62,'“We are what we repeatedly do. Excellence then is not an act, but a habit.”',Aristotle
63,“The greatest wealth is a poverty of desires.”,Seneca
64,“One of the most beautiful qualities of true friendship is to understand and to be understood.”,Seneca
65,“Anger is an acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.”,Seneca
66,'“A gift consists not of what is done or given, but in the intention of the giver or doer.”',Seneca
67,“True happiness is… to enjoy the present without anxious dependence on the future.”,Seneca
68,“Count each day as a separate life.”,Seneca
69,“Neither blame nor praise yourself.”,Plutarch
70,“The whole life of a man is but a point in time; let us enjoy it.”,Plutarch
71,“Painting is silent poetry, and poetry is painting that speaks.”,Plutarch
72,“Know how to listen and you will profit even from those who talk badly.”,Plutarch
73,“He is a wise man who does not grieve for the things which he has not, but rejoices for those which he has.”,Epictetus
74,“Wealth consists not in having great possessions, but in having few wants.”,Epictetus
75,“Make the best use of what’s in your power and take the rest as it happens.”,Epictetus
76,“The unexamined life is not worth living.”,Socrates
77,“Knowing yourself is the beginning of all wisdom.”,Aristotle
78,“‘You are very harsh.’\n‘I have seen the world.’”,'Voltaire, ‘Candide’'
79,'“Life is a shipwreck, but we must not forget to sing in the lifeboats.”',Voltaire
80,“It is during our darkest moments that we must focus to see the light.”,Aristotle
81,“There is nothing permanent except change.”,Heraclitus
82,'“When you are offended at any man’s fault, turn to yourself and study your own failings. Then you will forget your anger.”',Epictetus
83,'“Good people do not need laws to tell them to act responsibly, while bad people will find a way around the laws.”',Plato
84,'“I don’t need a friend who changes when I change and who nods when I nod; my shadow does that much better.”',Plutarch
85,'“Wise men speak because they have something to say; Fools because they have to say something.”',Plato
86,“The mind is not a vessel to be filled but a fire to be kindled.”,Plutarch
87,“We must free ourselves of the hope that the sea will ever rest. We must learn to sail in high winds.”,'Aristotle Onassis'
88,'“Do not trust all men, but trust men of worth; the former course is silly, the latter a mark of prudence.”',Democritus
89,'“It is a true man’s part not to err, but it is also noble of a man to perceive his error.”',Apollonius of Tyana
90,'“No human being will ever know the Truth, for even if they happen to say it by chance, they would not even know they had done so.”',Xenophanes
91,'“Whenever you find yourself on the side of the majority, it is time to pause and reflect.”',Mark Twain
92,'“What unhappy beings men are! They constantly waver between false hopes and silly fears, and instead of relying on reason they create monsters to frighten themselves with, and phantoms which lead them astray.”','Montesquieu, ‘Persian Letters’'
93,'“If only we wanted to be happy, it would be easy; but we want to be happier than other people, which is difficult, since we think them happier than they are.”',Montesquieu
